"title","propertyType","id","priceRange","pricePerSqft","bedrooms","bathrooms","floorSize","areaType","possessionStatus","postedBy","description","scrapedAt","pageUrl","url"
"3 BHK Flat in DN Nagar, Andheri West","3 BHK Flat","N86295846","₹3.75 Cr","₹47,468 /sqft","790 sqft","73 sqm","3 BHK","","Ready To Move","RR Associates Estate  Consultants","Looking for a 3 bhk property for sale in western mumbai? Buy this 3 bhk flat in platinum life that is situated in dn nagar, western mumbai. Constructed on a carpet area of 790 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms . This flat is situated on the 7th floor of this 15 floors tall residential building. This is a ready to move project and the property is 0-1 year old. *bldg with ameni...","2026-02-16T14:14:12.172Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-platinum-life-dn-nagar-mumbai-andheri-dahisar-790-sq-ft-spid-N86295846"
"3 BHK Flat in DN Nagar, Andheri West","3 BHK Flat","L86283198","₹4.5 Cr","₹50,000 /sqft","900 sqft","84 sqm","3 BHK","","Ready To Move","RR Associates Estate  Consultants","Situated in dn nagar, western mumbai, platinum life is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in western mumbai is your opportunity to be a part of this community. Constructed on a carpet area of 900 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . This flat is situated on the 2nd floor of this 15 floors tall residential building....","2026-02-16T14:14:12.173Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-platinum-life-dn-nagar-mumbai-andheri-dahisar-900-sq-ft-spid-L86283198"
"3 BHK Flat in DN Nagar, Andheri West","3 BHK Flat","Z86269298","₹4.25 Cr","₹47,222 /sqft","900 sqft","84 sqm","3 BHK","","Ready To Move","RR Associates Estate  Consultants","Located in the popular residential address of dn nagar, western mumbai, platinum life is one of the most preferred destination for apartments in western mumbai. This 3 bhk flat is your ticket to be a part of this community. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a carpet area of 900 sq.Ft. This flat lies on the 10th level of a 15 storey building. As the project is alrea...","2026-02-16T14:14:12.174Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-platinum-life-dn-nagar-mumbai-andheri-dahisar-900-sq-ft-spid-Z86269298"
"3 BHK Flat in Seven Bunglow, Andheri West","3 BHK Flat","D86176588","₹6.75 Cr","₹56,250 /sqft","1,200 sqft","111 sqm","3 BHK","","Ready To Move","A G ENTERPRISES","Marine view chsl is one of the most popular destination for buying apartments/ flats in seven bunglow, western mumbai. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is facing the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a carpet area of 1200 sq.Ft. The flat has a total of 10 floors a...","2026-02-16T14:14:12.174Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-marine-view-chsl-seven-bunglow-mumbai-andheri-dahisar-1200-sq-ft-r1-spid-D86176588"
"2 BHK Flat in DN Nagar, Andheri West","2 BHK Flat","U87742724","₹2.5 Cr","₹35,714 /sqft","700 sqft","65 sqm","2 BHK","","Ready To Move","A G ENTERPRISES","Ashtavinayak chs is one of western mumbai's most sought after destination for apartments and this 2 bhk flat in dn nagar is your opportunity to be a part of this community. The flat is east-Facing. The flat occupies a carpet area of 700 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The property is located on the 5th floor of a 11 floors tall building. This 10+ years old property is availabl...","2026-02-16T14:14:12.175Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashtavinayak-chs-dn-nagar-mumbai-andheri-dahisar-700-sq-ft-spid-U87742724"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","P87206286","₹2.45 Cr","₹35,000 /sqft","700 sqft","65 sqm","2 BHK","","Ready To Move","SK Property","Dheeraj gaurav heights is one of the most popular destination for buying apartments/ flats in andheri west, western mumbai. You too can be a part of this society by purchasing this 2 bhk flat here. This residential flat is north-Facing direction. The flat is over 700 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . The property is located on the 1st floor of a 17 floors tall buildi...","2026-02-16T14:14:12.251Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dheeraj-gaurav-heights-andheri-west-mumbai-andheri-dahisar-700-sq-ft-spid-P87206286"
"3 BHK Flat in Four Bungalows, Andheri West","3 BHK Flat","R87295538","₹3.25 Cr","₹28,260 /sqft","1,150 sqft","107 sqm","3 BHK","","Ready To Move","HOME CHOICE","Located in the popular residential address of four bungalows, western mumbai, lashkaria anurag is one of the most preferred destination for apartments in western mumbai. This 3 bhk flat is your ticket to be a part of this community. The flat is facing the east direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms . All in all, the flat is spread over a super built up area of...","2026-02-16T14:14:12.252Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lashkaria-anurag-four-bungalows-mumbai-andheri-dahisar-1150-sq-ft-spid-R87295538"
"1 BHK Flat in Andheri West, Mumbai","1 BHK Flat","I88001474","₹1.32 Cr","₹33,000 /sqft","400 sqft","37 sqm","1 BHK","","Ready To Move","Parmar Property Point","It is a 1bhk in new well maintained tower in andheri west.","2026-02-16T14:14:12.252Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-vraj-one-andheri-west-mumbai-andheri-dahisar-400-sq-ft-spid-I88001474"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","Q86299996","₹2.65 Cr","₹31,176 /sqft","850 sqft","79 sqm","2 BHK","","Ready To Move","KWICK PROPERTY CONSULTANTS","2bhk on sale 645 sqft carpet with one balcony in hall spacious flat with natural light and airy location is very peaceful and prime to stay buliding has park,children play area,gym,yoga area etc amenities 
Please call for inspection keys with us","2026-02-16T14:14:12.253Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-andheri-west-mumbai-andheri-dahisar-850-sq-ft-spid-Q86299996"
"2 BHK Flat in Shastri Nagar , Andheri West, Mumbai","2 BHK Flat","N88042978","₹2.7 Cr","₹36,000 /sqft","750 sqft","70 sqm","2 BHK","","Ready To Move","SK Property","This lovely 2 bhk apartment/flat in shastri nagar , andheri west is available for sale in one of western mumbai's most popular projects, royal classic chs. This residential flat is west-Facing direction. The flat is over 750 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 15 floors in total and the flat for sale is located on the 7th floor. This 10+ ye...","2026-02-16T14:14:12.253Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-royal-classic-chs-shastri-nagar-andheri-west-western-mumbai-750-sq-ft-spid-N88042978"
"1 BHK Flat in Versova, Andheri West","1 BHK Flat","S88638622","₹1.81 Cr","₹31,478 /sqft","575 sqft","53 sqm","1 BHK","","Ready To Move","Times Estate","The flat is facing the north-West direction. Containing 1 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a built up area of 575 sq.Ft. This flat lies on the 6th level of a 7 storey building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using ...","2026-02-16T14:14:12.254Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-versova-mumbai-andheri-dahisar-575-sq-ft-spid-S88638622"
"2 BHK Flat in Lokhandwala Andheri West, Mumbai","2 BHK Flat","C87625792","₹3 Cr","₹40,000 /sqft","750 sqft","70 sqm","2 BHK","","Ready To Move","SK Property","This 2 bhk apartment is available for sale in indradarshan phase 2, one of the most prominent projects for flats in lokhandwala andheri west, western mumbai. The flat is facing the south direction. The flat is over 750 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . The flat has a total of 16 floors and this property is situated on 5th floor. This 10+ years old property is availab...","2026-02-16T14:14:12.254Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-indradarshan-phase-2-lokhandwala-andheri-west-mumbai-andheri-dahisar-750-sq-ft-spid-C87625792"
"2 BHK Flat in Shastri Nagar , Andheri West, Mumbai","2 BHK Flat","N88047298","₹2.65 Cr","₹35,570 /sqft","745 sqft","69 sqm","2 BHK","","Ready To Move","SK Property","This 2 bhk apartment is available for sale in silver arch eden woods, one of the most prominent projects for flats in shastri nagar , andheri west, western mumbai. This is a south-Facing property. The flat occupies a carpet area of 745 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The flat has a total of 25 floors and this property is situated on 5th floor. This is a ready to move project a...","2026-02-16T14:14:12.255Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-silver-arch-eden-woods-shastri-nagar-andheri-west-western-mumbai-745-sq-ft-spid-N88047298"
"2 BHK Flat in Shastri Nagar , Andheri West, Mumbai","2 BHK Flat","I87944512","₹2.75 Cr","₹26,190 /sqft","1,050 sqft","98 sqm","2 BHK","","Ready To Move","HOME CHOICE","This 2 bhk apartment is available for sale in royal classic chs, one of the most prominent projects for flats in shastri nagar , andheri west, western mumbai. The flat is east-Facing. The flat occupies a super built up area of 1050 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . This flat lies on the 7th level of a 15 storey building. Being a ready to move project, you can expect immediate po...","2026-02-16T14:14:12.256Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-royal-classic-chs-shastri-nagar-andheri-west-western-mumbai-1050-sq-ft-spid-I87944512"
"1 BHK Flat in Amboli, Andheri West","1 BHK Flat","J88887466","₹98 Lac","₹32,666 /sqft","375 sqft","35 sqm","1 BHK","","Ready To Move","Owner","This 1 bhk flat in a 5-10 year old mid-Rise building at la oyester amboli offers 375 sq.Ft. Of furnished living space. Situated on the 4th floor of 7, it's ready for immediate sale in amboli, andheri west. Conveniently close to azad nagar and andheri metro stations, plus nearby medical and religious facilities, it balances comfort with connectivity.","2026-02-16T14:14:12.256Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-amboli-mumbai-andheri-dahisar-375-sq-ft-spid-J88887466"
"2 BHK Flat in Yari Road, Andheri West","2 BHK Flat","G88761854","₹3.1 Cr","₹40,259 /sqft","1,200 sqft","111 sqm","2 BHK","","Ready To Move","Phoenix Properties","A well-Furnished 2 bhk apartment is available for sale in ratnakar apartment, ideally located opposite raj classic, off yari road, versova, andheri west. This beautiful garden-Facing home offers 770 sq. Ft. Of carpet area, ensuring comfortable and spacious living. Situated in a cosmopolitan society, the apartment comes with one stilt parking space and is perfect for families seeking a prime loc...","2026-02-16T14:14:12.556Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-yari-road-mumbai-andheri-dahisar-1200-sq-ft-spid-G88761854"
"4 BHK Flat in Sundervan Complex, Andheri West","4 BHK Flat","U88754894","₹6.75 Cr","₹45,000 /sqft","2,030 sqft","189 sqm","4 BHK","","Ready To Move","Phoenix Properties","Vastu heights, located in the prime sundervan complex, andheri west, offers a spacious and well-Maintained 4 bhk flat with a balcony and car parking. Situated in a good neighbourhood with excellent connectivity to all daily conveniences, this property is ideal for comfortable family living. Two options are available: A 1975 sq. Ft. Saleable area priced at 7.25 cr and a 1875 sq. Ft. Saleable are...","2026-02-16T14:14:12.557Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-vastu-heights-sundervan-complex-mumbai-andheri-dahisar-2030-sq-ft-spid-U88754894"
"5 BHK Flat in Andheri West, Mumbai","5 BHK Flat","C88729836","₹14 Cr","₹46,666 /sqft","4,350 sqft","404 sqm","5 BHK","","Ready To Move","Phoenix Properties","This residential flat is west-Facing direction. The flat is over 4350 sq.Ft. Super built up area and comes with 5 bedroom(s), 5 bathrooms and 3 balconies. The residential building has 33 floors in total and the flat for sale is located on the 19th floor. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The b...","2026-02-16T14:14:12.558Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-midcity-shikhar-andheri-west-mumbai-andheri-dahisar-4350-sq-ft-spid-C88729836"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","P88729096","₹2.9 Cr","₹43,939 /sqft","830 sqft","77 sqm","2 BHK","","Ready To Move","Phoenix Properties","This property faces the west direction. The flat occupies a super built up area of 830 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The property is located on the 26th floor of a 36 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasi...","2026-02-16T14:14:12.559Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dlh-leo-tower-andheri-west-mumbai-andheri-dahisar-830-sq-ft-spid-P88729096"
"4 BHK Flat in Andheri West, Mumbai","4 BHK Flat","W88545888","₹14 Cr","₹43,750 /sqft","4,300 sqft","399 sqm","4 BHK","","Ready To Move","Phoenix Properties","Flora heights, located in the prime locality of andheri west, offers a spacious 3 bhk jodi apartment converted into a well-Planned 4 bhk with an expansive carpet area of 3,200 sq. Ft. The apartment is exclusively furnished and situated on a higher floor, providing excellent light, ventilation, and privacy. It is part of a well-Maintained premium building and comes with the added convenience of ...","2026-02-16T14:14:12.562Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-flora-heights-andheri-west-mumbai-andheri-dahisar-4300-sq-ft-spid-W88545888"
"5 BHK Flat in Shastri Nagar , Andheri West, Mumbai","5 BHK Flat","G88544950","₹14.5 Cr","₹62,824 /sqft","3,835 sqft","356 sqm","5 BHK","","Ready To Move","Phoenix Properties","Runwal elegante offers an exquisitely furnished 5 bhk converted into a spacious 3 bhk, thoughtfully designed with modern fittings and high-End furniture. The apartment features elegant interiors, optimal space utilization, and a refined contemporary finish. The complex provides all modern amenities for a comfortable and luxurious lifestyle, and the flat comes with two dedicated car parking spac...","2026-02-16T14:14:12.562Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-runwal-elegante-shastri-nagar-andheri-west-western-mumbai-3835-sq-ft-spid-G88544950"
"4 BHK Flat in Andheri West, Mumbai","4 BHK Flat","J88544258","₹21 Cr","₹89,361 /sqft","3,780 sqft","351 sqm","4 BHK","","Ready To Move","Phoenix Properties","This residential flat is east-Facing direction. Constructed on a super built up area of 3780 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and 1 balcony. The flat has a total of 13 floors and this property is situated on 8th floor. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well b...","2026-02-16T14:14:12.563Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-rustomjee-elements-andheri-west-mumbai-andheri-dahisar-3780-sq-ft-spid-J88544258"
"4 BHK Flat in Shastri Nagar , Andheri West, Mumbai","4 BHK Flat","Y88512500","₹6.75 Cr","₹47,602 /sqft","2,030 sqft","189 sqm","4 BHK","","Ready To Move","Phoenix Properties","The flat occupies a super built up area of 2030 sq.Ft. That consists of 3.5 bedrooms, 5 bathrooms and 1 balcony. The residential building has 27 floors in total and the flat for sale is located on the 11th floor. This is a ready to move project and the property is 5-10 years old. Runwal elegante is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club...","2026-02-16T14:14:12.564Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-runwal-elegante-shastri-nagar-andheri-west-western-mumbai-2030-sq-ft-spid-Y88512500"
"1 BHK Flat in Azad Nagar, Andheri West","1 BHK Flat","E88185312","₹1.45 Cr","₹27,884 /sqft","520 sqft","48 sqm","1 BHK","","Ready To Move","Realty Adwise","This 1 bhk apartment is available for sale in nicco jiten chs, one of the most prominent projects for flats in azad nagar, western mumbai. This residential flat is east-Facing direction. The flat occupies a built up area of 520 sq.Ft. That consists of 1 bedroom, 2 bathrooms . The residential building has 17 floors in total and the flat for sale is located on the 5th floor. This is a ready to mo...","2026-02-16T14:14:12.565Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-nicco-jiten-chs-azad-nagar-mumbai-andheri-dahisar-520-sq-ft-spid-E88185312"
"4 BHK Flat in Shastri Nagar , Andheri West, Mumbai","4 BHK Flat","I86753434","₹8.75 Cr","₹47,297 /sqft","1,850 sqft","172 sqm","4 BHK","","Ready To Move","Klassic Properties","Located in the popular residential address of shastri nagar , andheri west, western mumbai, runwal elegante is one of the most preferred destination for apartments in western mumbai. This 4 bhk flat is your ticket to be a part of this community. This property faces the south direction. The flat occupies a built up area of 1850 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 2 balconies. The...","2026-02-16T14:14:12.566Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-runwal-elegante-shastri-nagar-andheri-west-western-mumbai-1850-sq-ft-spid-I86753434"
"RNA NG Eclat","2 BHK Apartment","90135","₹3.6 - 3.88 Cr",,"2 BHK","N/A","See configurations",,"Ready To Move  · Since Dec, 2019","RNA Builders NG","Choose your dream home from the wide variety of 2 BHK apartments in Andheri West, available for sale in RNA NG Eclat. Here units have different sizes, mostly in range of 801 - 863 sqft CARPET area. This society offers apartments in the price range of Rs. 3.6 - 3.88 Cr. The housing society is RERA-registered with P51800000218 registration number","2026-02-16T14:14:12.566Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/rna-ng-eclat-andheri-west-mumbai-andheri-dahisar-npxid-r90135"
"2 BHK Flat in Azad Nagar, Andheri West","2 BHK Flat","G88480104","₹2.3 Cr","₹32,857 /sqft","1,000 sqft","93 sqm","2 BHK","","Ready To Move","Deven Housing","The flat is facing the north-East direction. Constructed on a super built up area of 1000 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The flat has a total of 22 floors and this property is situated on 9th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat comes well built with vitrified flooring options. Many of the mode...","2026-02-16T14:14:12.567Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nicco-jiten-chs-azad-nagar-mumbai-andheri-dahisar-1000-sq-ft-spid-G88480104"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","X88820494","₹4 Cr","₹25,974 /sqft","1,540 sqft","143 sqm","3 BHK","","Ready To Move","LUXURY LIVING","The flat is facing the east direction. The flat is over 1540 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The residential building has 19 floors in total and the flat for sale is located on the 15th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed vitrified flooring...","2026-02-16T14:14:12.567Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-cosmopolis-tower-andheri-west-mumbai-andheri-dahisar-1540-sq-ft-spid-X88820494"
"3 BHK Flat in Seven Bunglow, Andheri West","3 BHK Flat","W88803296","₹5.95 Cr","₹38,387 /sqft","1,550 sqft","144 sqm","3 BHK","","Ready To Move","LUXURY LIVING","The flat is east-Facing. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a built up area of 1550 sq.Ft. The flat has a total of 18 floors and this property is situated on 16th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat comes well built with vitrified floori...","2026-02-16T14:14:12.568Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amarnath-towers-seven-bunglow-mumbai-andheri-dahisar-1550-sq-ft-spid-W88803296"
"3 BHK Flat in Four Bungalows, Andheri West","3 BHK Flat","M88803122","₹6 Cr","₹42,324 /sqft","1,417 sqft","132 sqm","3 BHK","","Ready To Move","LUXURY LIVING","The flat is facing the east direction. The flat occupies a carpet area of 1418 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat lies on the 25th level of a 29 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed vitrified flooring enhances the be...","2026-02-16T14:14:12.569Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-western-heights-four-bungalows-mumbai-andheri-dahisar-1418-sq-ft-spid-M88803122"
"2 BHK Flat in Azad Nagar, Andheri West","2 BHK Flat","Y86178330","₹2.7 Cr","₹26,973 /sqft","1,001 sqft","93 sqm","2 BHK","","Ready To Move","KWICK PROPERTY CONSULTANTS","Naman habitat is one of the most popular destination for buying apartments/ flats in azad nagar, western mumbai. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the east direction. Constructed on a super built up area of 1001 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . This flat is situated on the 9th floor of this 17 floors tall residenti...","2026-02-16T14:14:12.570Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-naman-habitat-azad-nagar-mumbai-andheri-dahisar-1001-sq-ft-spid-Y86178330"
"3 BHK Flat in Swami Samarth Nagar, Andheri West","3 BHK Flat","K87278426","₹6 Cr","₹50,000 /sqft","1,750 sqft","163 sqm","3 BHK","","Ready To Move","HOME CHOICE","Situated in swami samarth nagar, western mumbai, samartha siddhi is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in western mumbai is your opportunity to be a part of this community. The flat is facing the east direction. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a super built up area of 1750 sq.Ft. This flat lies on the...","2026-02-16T14:14:12.570Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-swami-samarth-nagar-mumbai-andheri-dahisar-1750-sq-ft-spid-K87278426"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","E88834786","₹4.9 Cr","₹36,296 /sqft","1,350 sqft","125 sqm","3 BHK","","Ready To Move","HOME CHOICE","This property faces the east direction. The flat occupies a super built up area of 1350 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 16th floor of a 35 floors tall building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. The flat comes well built with granite flooring options. This residential p...","2026-02-16T14:14:12.571Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-oberoi-springs-andheri-west-mumbai-andheri-dahisar-1350-sq-ft-spid-E88834786"
"3 BHK Flat in DN Nagar, Andheri West","3 BHK Flat","P88766300","₹4.9 Cr","₹28,000 /sqft","1,750 sqft","163 sqm","3 BHK","","Ready To Move","HOME CHOICE","This is a west-Facing property. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1750 sq.Ft. The flat has a total of 17 floors and this property is situated on 3rd floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. The flat comes well built with granit...","2026-02-16T14:14:12.572Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhawa-the-nest-dn-nagar-mumbai-andheri-dahisar-1750-sq-ft-spid-P88766300"
"3 BHK Flat in Four Bungalows, Andheri West","3 BHK Flat","G88755132","₹4 Cr","₹25,806 /sqft","1,550 sqft","144 sqm","3 BHK","","Ready To Move","HOME CHOICE","The flat is west-Facing. Constructed on a super built up area of 1550 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. The flat has a total of 17 floors and this property is situated on 4th floor. This 10+ years old property is available for immediate possession as the project is ready to move. The marble flooring of this flat is beautifully designed and helps to give it a pl...","2026-02-16T14:14:12.572Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashirwad-tower-four-bungalows-mumbai-andheri-dahisar-1550-sq-ft-spid-G88755132"
"3 BHK Flat in Lokhandwala Andheri West, Mumbai","3 BHK Flat","Q88665650","₹5.5 Cr","₹49,549 /sqft","1,110 sqft","103 sqm","3 BHK","","Ready To Move","SK Property","The flat is facing the north-East direction. The flat occupies a carpet area of 1110 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . This flat is situated on the 34th floor of this 36 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully des...","2026-02-16T14:14:12.573Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rna-ng-eclat-lokhandwala-andheri-west-mumbai-andheri-dahisar-1110-sq-ft-spid-Q88665650"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","M88665522","₹5.25 Cr","₹44,871 /sqft","1,170 sqft","109 sqm","3 BHK","","Ready To Move","SK Property","The flat is north-Facing. Constructed on a carpet area of 1170 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . The flat has a total of 25 floors and this property is situated on 7th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. This ...","2026-02-16T14:14:12.574Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hubtown-the-premiere-residences-andheri-west-mumbai-andheri-dahisar-1170-sq-ft-spid-M88665522"
