"title","propertyType","id","priceRange","pricePerSqft","bedrooms","bathrooms","floorSize","areaType","possessionStatus","postedBy","description","scrapedAt","pageUrl","url"
"Shapoorji Pallonji The Odyssey 1","3, 4 BHK Apartment","411500","₹13.49 Cr",,"3 BHK","N/A","See configurations",,"New Launch  · Completion in Aug, 2031","Floreat Investments","Finest 3,4 BHK apartments in Girgaon available for sale in Shapoorji Pallonji The Odyssey 1. This society is RERA approved and P51900050998 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 13.49 Cr. Apartments in Shapoorji Pallonji The Odyssey 1 have CARPET area ranging between 1,155 - 1,920 sqft","2026-02-16T14:14:07.758Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/shapoorji-pallonji-the-odyssey-1-girgaon-mumbai-south-npxid-r411500"
"Ethics Oliver","2, 3, 4 BHK Apartment","455461","₹2.68 - 4.02 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2029","Ethics Realty","Spacious 2,3,4 BHK apartments in Mahim West are available for sale.Check out latest property options at Ethics Oliver housing society. This society offers apartments in the price range of Rs. 2.68 - 9.49 Cr. This society is RERA approved and PR1170002501231 is the RERA number. Here units have different sizes, mostly in range of 562 - 2,028 sqft CARPET area","2026-02-16T14:14:07.759Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ethics-oliver-mahim-west-south-mumbai-npxid-r455461"
"Runwal Raaya","3, 4, 5 BHK Apartment","444343","₹11.28 - 12.84 Cr",,"3 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2032","Runwal Realty","Choose your dream home from the wide variety of 3,4,5 BHK apartments in Worli, available for sale in Runwal Raaya. Apartments in Runwal Raaya have CARPET area ranging between 1,738 - 4,750 sqft. Runwal Raaya 's RERA registration number is P51900080252. Prices of apartments in this project, vary between Rs. 11.28 - 38 Cr","2026-02-16T14:14:07.760Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/runwal-raaya-worli-south-mumbai-npxid-r444343"
"Runwal Pinnacle","1, 2, 3 BHK Apartment","334709","₹1.28 - 1.4 Cr",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Jun, 2027","Runwal Enterprises","Spacious 1,2,3 BHK apartments in Mulund West are available for sale.Check out latest property options at Runwal Pinnacle housing society. Runwal Pinnacle apartments are available in multiples sizes, ranging from 457 - 1,005 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 1.28 - 3 Cr. Runwal Pinnacle 's RERA registration number is P51800021322","2026-02-16T14:14:07.761Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/runwal-pinnacle-mulund-west-central-mumbai-suburbs-npxid-r334709"
"Monte South","2, 3 BHK Apartment","72631","₹3.12 - 6.28 Cr",,"2 BHK","N/A","See configurations",,"Partially Ready To Move  · Completion in Dec, 2025","Adani Realty","Finest 2,3 BHK apartments in Byculla available for sale in Monte South. Apartments in Monte South have CARPET area ranging between 726 - 1,780 sqft. Apartments in this complex are available in price range of Rs. 3.12 - 8.7 Cr. Monte South is a RERA- registered society and P51900001346 is the RERA registration number","2026-02-16T14:14:07.762Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/monte-south-byculla-south-mumbai-npxid-r72631"
"Kalpataru Advay","2, 3, 4 BHK Apartment","431532","₹3.05 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Jun, 2030","Kalpataru","Kalpataru Advay society now offers elegantly built 2,3,4 BHK apartments in Borivali West. Here units have different sizes, mostly in range of 781 - 1,800 sqft CARPET area. This society is RERA approved and P51800077381 is the RERA number. Prices of apartments in this project, vary between Rs. 3.05 - 5.95 Cr","2026-02-16T14:14:07.762Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/kalpataru-advay-borivali-west-mumbai-andheri-dahisar-npxid-r431532"
"Godrej Horizon","2, 3 BHK Apartment","389975","₹3.94 - 4.47 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion from May, 2028 onwards","Godrej Properties","Spacious 2,3 BHK apartments in Wadala are available for sale.Check out latest property options at Godrej Horizon housing society. This society is RERA approved and P51900034851 is the RERA number. This society offers apartments in the price range of Rs. 3.94 - 7.44 Cr. Godrej Horizon has apartments in multiple configurations, in range of 733 - 1,240 sqft","2026-02-16T14:14:07.763Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/godrej-horizon-wadala-south-mumbai-npxid-r389975"
"Ruparel Premia","1, 3 BHK Apartment","434576","₹1.15 - 1.69 Cr",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2027","Ruparel Realty","Spacious 1,3 BHK apartments in Mulund West are available for sale.Check out latest property options at Ruparel Premia housing society. Ruparel Premia apartments are available in multiples sizes, ranging from 311 - 844 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 1.15 - 2.34 Cr. Ruparel Premia 's RERA registration number is P51800077584","2026-02-16T14:14:07.764Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ruparel-premia-mulund-west-central-mumbai-suburbs-npxid-r434576"
"Mahindra Marina 64","2, 3 BHK Apartment","446737","₹2.75 - 2.78 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2029","Mahindra Lifespaces","Beautiful 2,3 BHK apartments in Malad West, are now available in Mahindra Marina 64 housing project. Mahindra Marina 64 apartments are available in multiples sizes, ranging from 758 - 968 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 2.75 - 3.49 Cr. Mahindra Marina 64 's RERA registration number is PR1181012500087","2026-02-16T14:14:07.765Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/mahindra-marina-64-malad-west-mumbai-andheri-dahisar-npxid-r446737"
"Ruparel Arista","2, 3 BHK Apartment","451470","₹2.11 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Mar, 2028","Ruparel Realty","Ruparel Arista, one of the known housing societes in Central Mumbai, brings classic yet modern 2,3 BHK apartments in Mulund West. Apartment prices in this housing society vary in the range of Rs. 2.11 - 2.78 Cr. Ruparel Arista has apartments in multiple configurations, in range of 785 - 1,032 sqft. The housing society is RERA-registered with PR1180002500544 registration number","2026-02-16T14:14:07.765Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ruparel-arista-mulund-west-central-mumbai-suburbs-npxid-r451470"
"The Aga Hall Estate","2, 3 BHK Apartment","369498","₹3.45 - 5.71 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Jun, 2029","The Aga Hall Estate","Check out 2,3 BHK apartments in Byculla, now available for sale at The Aga Hall Estate. The housing society is RERA-registered with P51900026326 registration number. Here units have different sizes, mostly in range of 660 - 1,404 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 3.45 - 8.34 Cr","2026-02-16T14:14:07.766Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/the-aga-hall-estate-byculla-south-mumbai-npxid-r369498"
"Godrej Avenue Eleven","3, 4 BHK Apartment","721","₹11.85 Cr",,"3 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2028","Godrej Properties","Godrej Avenue Eleven, one of the known housing societes in Mumbai South, brings classic yet modern 3,4 BHK apartments in Mahalaxmi. Godrej Avenue Eleven 's RERA registration number is P51900005216. This society offers apartments in the price range of Rs. 11.85 - 17.61 Cr. Godrej Avenue Eleven has apartments in multiple configurations, in range of 1,655 - 2,459 sqft","2026-02-16T14:14:07.767Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/godrej-avenue-eleven-mahalaxmi-south-mumbai-npxid-r721"
"Modirealty Rudraksh","2, 3, 4, 5 BHK Apartment","460271","₹2.6 - 3.06 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Sep, 2030","Modirealty Developers","Spacious 2,3,4,5 BHK apartments in Kandivali West are available for sale.Check out latest property options at Modirealty Rudraksh housing society. Here units have different sizes, mostly in range of 711 - 2,745 sqft CARPET area. Prices of apartments in this project, vary between Rs. 2.6 - 10.02 Cr. Modirealty Rudraksh 's RERA registration number is PM1180002502054","2026-02-16T14:14:07.774Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/modirealty-rudraksh-kandivali-west-mumbai-andheri-dahisar-npxid-r460271"
"One Meraki","2, 3, 4 BHK Apartment","402373","₹3.38 - 3.47 Cr",,"2 BHK","N/A","See configurations",,"Partially Ready To Move  · Completion in Dec, 2026","Meraki Habitats","Looking for your dream home? Explore 2,3,4 BHK apartments in Chembur, now available in One Meraki. One Meraki 's RERA registration number is P51800011606. Apartments in this complex are available in price range of Rs. 3.38 - 8.97 Cr. One Meraki apartments are available in multiples sizes, ranging from 751 - 1,993 sqft CARPET area","2026-02-16T14:14:07.851Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/one-meraki-chembur-central-mumbai-npxid-r402373"
"Ruparel Zinnia","2, 3 BHK Apartment","444046","₹1.99 - 2.5 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Jun, 2028","Ruparel Realty","Here are beautifully built 1,2,3 BHK apartments in Borivali, available for sale at Ruparel Zinnia . Ruparel Zinnia  apartments are available in multiples sizes, ranging from 422 - 876 sqft CARPET area. Ruparel Zinnia  is a RERA- registered society and P51800079098 is the RERA registration number. This society offers apartments in the price range of Rs. 1.99 - 2.5 Cr","2026-02-16T14:14:07.851Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/ruparel-zinnia-borivali-mumbai-andheri-dahisar-npxid-r444046"
"Olive","1, 2, 3 BHK Apartment","419901","₹1.37 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2027","","Olive society now offers elegantly built 1,2,3 BHK apartments in Kandivali West. Olive has apartments in multiple configurations, in range of 456 - 1,074 sqft. Olive is a RERA- registered society and P51800053667 is the RERA registration number. This society offers apartments in the price range of Rs. 1.37 - 3.22 Cr","2026-02-16T14:14:07.852Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/olive-kandivali-west-mumbai-andheri-dahisar-npxid-r419901"
"Modirealty Asopalav","1, 2, 3 BHK Apartment","460423","₹1.56 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Sep, 2029","Modirealty Developers","Modirealty Asopalav, one of the known housing societes in Western Mumbai, brings classic yet modern 1,2,3 BHK apartments in Kandivali West. Apartments in Modirealty Asopalav have CARPET area ranging between 447 - 912 sqft. Modirealty Asopalav 's RERA registration number is PM1180002502111. This society offers apartments in the price range of Rs. 1.56 - 3.19 Cr","2026-02-16T14:14:07.852Z","https://www.99acres.com/search/property/buy/mumbai?city=12&keyword=Mumbai&preference=S&area_unit=1&budget_min=0&res_com=R&isPreLeased=N","https://www.99acres.com/modirealty-asopalav-kandivali-west-mumbai-andheri-dahisar-npxid-r460423"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","L87814656","₹1.65 Cr","₹32,691 /sqft","504 sqft","47 sqm","2 BHK","","Ready To Move","Parmar Property Point","It is a new tower nearby azad nagar metro station with oc ready to move in","2026-02-16T14:14:12.164Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pratham-arc-aura-andheri-west-mumbai-andheri-dahisar-505-sq-ft-spid-L87814656"
"3 BHK Flat in Aram Nagar, Andheri West","3 BHK Flat","J87696154","₹4.6 Cr","₹27,299 /sqft","1,685 sqft","157 sqm","3 BHK","","Ready To Move","Landmark Estate Agents","Looking for a 3 bhk property for sale in western mumbai? Buy this 3 bhk flat in kabra metro one that is situated in aram nagar, western mumbai. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a super built up area of 1685 sq.Ft. This flat is situated on the 5th floor of this 21 floors tall residential building. Being a ready to move project, ...","2026-02-16T14:14:12.165Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kabra-metro-one-aram-nagar-mumbai-andheri-dahisar-1685-sq-ft-spid-J87696154"
"3 BHK Flat in Amit Nagar, Andheri West","3 BHK Flat","C88026184","₹3.7 Cr","₹44,848 /sqft","825 sqft","77 sqm","3 BHK","","Ready To Move","Times Estate","Looking for a 3 bhk property for sale in western mumbai? Buy this 3 bhk flat in sarthak amrut tara that is situated in amit nagar, western mumbai. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a carpet area of 825 sq.Ft. The flat has a total of 21 floors and this property is situated on 15th floor. An added advantage of this 0-1 year old flat is that it is available for immedi...","2026-02-16T14:14:12.166Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-10","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sarthak-amrut-tara-amit-nagar-mumbai-andheri-dahisar-825-sq-ft-spid-C88026184"
